0,278.0
0,302.0
0,316.0
0,370.0
0,360.0
0,422.0
0,423.0
0,421.0
0,446.0
0,472.0
0,402.0
0,257.0
0,15.0
0,1.0
0,28.0
0,66.0
0,139.0
0,177.0
0,242.0
0,280.0
0,317.0
0,313.0
0,357.0
0,371.0
0,394.0
0,423.0
0,431.0
0,437.0
0,432.0
0,377.0
0,337.0
0,189.0
0,51.0
0,80.0
0,107.0
0,155.0
0,211.0
0,241.0
0,273.0
0,269.0
0,264.0
0,303.0
0,294.0
0,340.0
0,372.0
0,367.0
0,401.0
0,395.0
0,400.0
0,355.0
0,292.0
0,236.0
0,154.0
0,193.0
0,207.0
0,246.0
0,279.0
0,297.0
0,266.0
0,269.0
0,208.0
0,242.0
0,266.0
0,304.0
0,334.0
0,334.0
0,340.0
0,351.0
0,341.0
0,293.0
0,291.0
0,243.0
0,243.0
0,267.0
0,308.0
0,308.0
0,333.0
0,342.0
0,284.0
0,243.0
0,204.0
0,229.0
0,269.0
0,289.0
0,337.0
0,323.0
0,338.0
0,276.0
0,300.0
0,311.0
0,293.0
0,284.0
0,300.0
0,313.0
0,316.0
0,318.0
0,317.0
0,320.0
0,280.0
0,237.0
0,247.0
0,275.0
0,256.0
0,317.0
0,327.0
0,346.0
0,309.0
0,261.0
0,281.0
0,276.0
0,299.0
0,296.0
